StudyHours,Attendance,PreviousMarks,SleepHours,FinalMarks
6.7,78.4,80.6,7.6,69.5
6.1,48.5,65.2,4.1,54.8
7.3,57.8,73.2,7.3,76.6
5.5,67.3,75.5,6.9,75.1
4.1,53.6,54.9,6.5,54.4
4.9,57.9,77.8,8.5,76.1
7.1,65.6,83.2,5.3,71.6
4.1,62.7,62.3,6.4,59.0
5.7,69.7,77.8,7.1,77.7
8.1,66.5,66.4,7.5,76.0
5.8,67.6,58.3,8.8,59.6
1.9,85.0,74.9,6.8,65.8
4.8,66.7,71.5,6.5,75.2
5.4,73.3,68.4,7.7,72.7
1.7,59.0,90.5,4.6,50.9
7.9,78.1,75.1,5.2,78.6
6.4,72.1,65.9,5.8,86.1
3.0,66.6,85.0,6.9,74.3
5.9,58.4,81.0,4.9,71.8
1.6,93.0,63.4,8.8,57.8
5.2,46.9,45.1,5.5,44.2
5.1,75.9,68.0,6.8,83.9
5.4,80.0,67.2,5.5,75.1
5.5,67.4,55.2,4.4,49.3
3.9,64.1,78.6,7.2,70.2
5.6,70.3,71.3,6.0,73.7
7.3,65.7,81.6,6.6,83.9
5.8,69.9,66.9,8.5,73.6
8.6,66.7,72.2,7.3,79.4
3.6,81.5,63.2,4.7,64.0
5.1,91.8,82.9,7.0,86.9
4.7,75.6,61.0,8.3,73.8
9.5,69.4,77.2,7.0,84.4
5.0,67.1,53.6,6.0,61.4
1.1,70.3,62.5,6.8,56.6
9.5,82.4,64.7,7.2,75.4
6.0,76.4,59.8,8.1,71.6
5.0,90.2,59.5,5.7,80.2
6.2,45.0,42.6,8.0,57.8
4.0,66.4,45.5,6.3,65.8
7.3,71.4,49.3,7.1,75.6
6.0,76.4,73.5,7.7,76.2
7.2,78.5,45.5,7.0,66.1
1.6,67.5,41.6,5.1,45.9
4.4,72.4,53.5,6.2,54.7
2.0,58.3,52.2,6.6,47.4
3.1,72.5,62.5,7.6,58.9
6.2,66.1,48.3,8.0,73.5
2.6,67.6,59.4,5.4,59.3
1.5,83.0,53.4,7.6,55.6
3.3,74.6,52.7,6.3,57.6
5.6,66.6,91.8,6.6,82.8
5.7,66.2,55.8,5.8,70.4
5.5,79.9,82.8,3.0,66.9
0.7,66.2,59.1,7.6,46.6
4.0,81.1,66.8,8.6,67.9
7.4,55.7,74.0,7.8,77.0
4.0,52.3,59.1,8.4,60.5
7.3,53.0,41.7,7.3,53.0
0.5,58.5,38.5,6.8,55.3
7.4,64.2,41.0,7.6,62.4
4.4,55.8,62.8,7.3,70.1
2.7,66.3,55.7,7.3,64.7
5.5,57.4,74.4,6.0,75.4
4.5,51.4,62.6,7.6,64.1
2.7,61.8,57.3,6.5,53.9
5.6,61.4,79.6,7.0,80.2
6.1,80.8,81.3,5.5,73.7
4.9,77.1,52.3,8.1,72.7
4.8,68.8,54.1,6.6,61.6
5.4,73.3,82.8,5.9,81.5
5.8,73.2,49.9,6.3,67.5
5.1,69.9,67.8,7.1,72.7
4.7,56.9,65.9,7.3,66.9
3.4,79.6,79.3,6.8,74.1
6.3,70.0,64.9,7.0,79.9
4.0,60.6,68.6,7.8,58.4
6.7,67.1,44.8,8.4,62.6
1.9,73.3,80.9,7.0,67.4
2.5,71.8,78.8,5.1,65.7
4.8,58.5,30.0,5.6,54.4
4.7,60.5,82.9,8.3,74.1
2.7,65.1,44.1,8.4,57.7
2.0,71.0,60.3,6.0,68.4
5.5,81.3,65.8,8.6,63.7
7.0,89.3,62.2,8.4,78.8
2.4,56.5,56.9,8.0,59.6
5.3,75.9,64.0,8.2,77.7
1.0,70.9,49.0,7.2,56.5
4.6,62.0,45.3,7.3,57.7
1.0,66.7,47.4,6.7,48.3
1.6,63.0,63.0,6.5,63.4
9.1,100.0,83.9,4.8,84.3
5.1,68.9,64.7,10.0,59.1
3.4,88.1,54.3,7.5,74.4
7.2,73.4,72.3,5.5,69.2
8.3,46.4,73.0,6.9,72.9
3.6,50.9,40.5,8.0,39.8
4.7,67.5,76.8,7.3,75.9
0.5,75.9,54.3,6.4,54.2
6.6,47.3,59.8,5.1,58.9
7.6,70.6,67.3,6.5,78.2
8.0,77.2,64.2,6.7,81.9
4.6,89.6,86.8,8.3,86.1
5.9,79.3,81.8,7.4,84.1
4.5,68.8,69.4,9.3,71.1
7.2,65.4,56.4,5.7,55.2
1.7,46.1,43.9,5.5,49.9
1.8,65.5,64.3,6.8,51.1
6.3,93.9,59.5,6.5,81.7
8.6,59.2,57.2,5.0,59.2
6.5,59.5,69.6,6.4,74.7
8.9,68.4,73.8,5.5,81.3
5.7,93.9,82.6,5.9,96.3
4.5,59.5,60.0,5.7,64.3
6.9,65.2,55.9,7.5,69.2
